LATITUDE,LONGITUDE,probability
48.9542796117,2.2470768677,-5.4994176e-05
48.9591735023,2.2470768677,-5.4994176e-05
48.9640673929,2.2470768677,-5.4994176e-05
48.9689612835,2.2470768677,-5.4994176e-05
48.9738551741,2.2470768677,-5.4994176e-05
48.9787490647,2.2470768677,-5.4994176e-05
48.7389484253,2.2519707583,-0.00010072243
48.7438423159,2.2519707583,-0.00010072243
48.7487362065,2.2519707583,-0.00010072243
48.7536300971,2.2519707583,-0.00010072243
48.7585239877,2.2519707583,-0.00010072243
48.7634178783,2.2519707583,-0.00010072243
48.7683117689,2.2519707583,-9.1696034e-05
48.7732056595,2.2519707583,-9.411471e-05
48.7780995501,2.2519707583,-9.710216e-05
48.7829934407,2.2519707583,-9.600746e-05
48.7878873313,2.2519707583,-9.161165e-05
48.7927812219,2.2519707583,-8.097382e-05
48.7976751125,2.2519707583,-7.413113e-05
48.8025690031,2.2519707583,-8.8750276e-05
48.8074628937,2.2519707583,-8.3064406e-05
48.8123567843,2.2519707583,-0.00021937516
48.8172506749,2.2519707583,-0.00044255072
48.8221445655,2.2519707583,-0.00046709727
48.8270384561,2.2519707583,-0.00023029673
48.8319323467,2.2519707583,-0.000118566204
48.8368262373,2.2519707583,-0.00016001218
48.8417201279,2.2519707583,-2.5775453e-06
48.8466140185,2.2519707583,-2.3313954e-05
48.8515079091,2.2519707583,0.00016196501
48.8564017997,2.2519707583,5.610081e-05
48.8612956903,2.2519707583,7.115746e-05
48.8661895809,2.2519707583,4.6716385e-05
48.8710834715,2.2519707583,0.00021279637
48.8759773621,2.2519707583,0.0002923346
48.8808712527,2.2519707583,0.000105430234
48.8857651433,2.2519707583,0.00034369942
48.8906590339,2.2519707583,0.0003427127
48.8955529245,2.2519707583,0.00017715526
48.9004468151,2.2519707583,0.0001751925
48.9053407057,2.2519707583,3.8793467e-05
48.9102345963,2.2519707583,3.4665138e-06
48.9151284869,2.2519707583,-1.8698707e-05
48.9200223775,2.2519707583,-1.5698175e-05
48.9249162681,2.2519707583,-3.2241387e-05
48.9298101587,2.2519707583,-4.054459e-05
48.9347040493,2.2519707583,-4.5995068e-05
48.9395979399,2.2519707583,-4.5995068e-05
48.9444918305,2.2519707583,-4.8464186e-05
48.9493857211,2.2519707583,-4.7190966e-05
48.9542796117,2.2519707583,-5.514658e-05
48.9591735023,2.2519707583,-5.514658e-05
48.9640673929,2.2519707583,-5.514658e-05
48.9689612835,2.2519707583,-5.514658e-05
48.9738551741,2.2519707583,-5.514658e-05
48.9787490647,2.2519707583,-5.514658e-05
48.7389484253,2.2568646489,-0.00010072243
48.7438423159,2.2568646489,-0.00010072243
48.7487362065,2.2568646489,-0.00010072243
48.7536300971,2.2568646489,-0.00010072243
48.7585239877,2.2568646489,-0.00010072243
